Const1,Const2,Const3,Chip,Multiplier,Total
L1,L1,L2,48,3.6,4860.0
L1,L1,L3,0,1.0,1500.0
L1,L1,L3,1,1.2,1800.0
L1,L1,L3,2,1.4,2100.0
L1,L1,L3,4,1.6,2400.0
L1,L1,L3,6,1.8,2700.0
L1,L1,L3,9,2.0,3000.0
L1,L1,L3,12,2.2,3300.0000000000005
L1,L1,L3,16,2.4,3600.0
L1,L1,L3,20,2.6,3900.0
L1,L1,L3,25,2.8,4200.0
L1,L1,L3,30,3.0,4500.0
L1,L1,L3,36,3.2,4800.0
L1,L1,L3,42,3.4,5100.0
L1,L1,L3,48,3.6,5400.0
L1,L1,L4,0,1.0,1650.0
L1,L1,L4,1,1.2,1980.0
L1,L1,L4,2,1.4,2310.0
L1,L1,L4,4,1.6,2640.0
L1,L1,L4,6,1.8,2970.0
L1,L1,L4,9,2.0,3300.0
L1,L1,L4,12,2.2,3630.0000000000005
L1,L1,L4,16,2.4,3960.0
L1,L1,L4,20,2.6,4290.0
L1,L1,L4,25,2.8,4620.0
L1,L1,L4,30,3.0,4950.0
L1,L1,L4,36,3.2,5280.0
L1,L1,L4,42,3.4,5610.0
L1,L1,L4,48,3.6,5940.0
L1,L1,Y,0,1.0,1000.0
L1,L1,Y,1,1.2,1200.0
L1,L1,Y,2,1.4,1400.0
L1,L1,Y,4,1.6,1600.0
L1,L1,Y,6,1.8,1800.0
L1,L1,Y,9,2.0,2000.0
L1,L1,Y,12,2.2,2200.0
L1,L1,Y,16,2.4,2400.0
L1,L1,Y,20,2.6,2600.0
L1,L1,Y,25,2.8,2800.0
L1,L1,Y,30,3.0,3000.0
L1,L1,Y,36,3.2,3200.0
L1,L1,Y,42,3.4,3400.0
L1,L1,Y,48,3.6,3600.0
L1,L2,L2,0,1.0,1500.0
L1,L2,L2,1,1.2,1800.0
L1,L2,L2,2,1.4,2100.0
L1,L2,L2,4,1.6,2400.0
L1,L2,L2,6,1.8,2700.0
L1,L2,L2,9,2.0,3000.0
L1,L2,L2,12,2.2,3300.0000000000005
L1,L2,L2,16,2.4,3600.0
L1,L2,L2,20,2.6,3900.0
L1,L2,L2,25,2.8,4200.0
L1,L2,L2,30,3.0,4500.0
L1,L2,L2,36,3.2,4800.0
L1,L2,L2,42,3.4,5100.0
L1,L2,L2,48,3.6,5400.0
L1,L2,L3,0,1.0,1650.0
L1,L2,L3,1,1.2,1980.0
L1,L2,L3,2,1.4,2310.0
L1,L2,L3,4,1.6,2640.0
L1,L2,L3,6,1.8,2970.0
L1,L2,L3,9,2.0,3300.0
L1,L2,L3,12,2.2,3630.0000000000005
L1,L2,L3,16,2.4,3960.0
L1,L2,L3,20,2.6,4290.0
L1,L2,L3,25,2.8,4620.0
L1,L2,L3,30,3.0,4950.0
L1,L2,L3,36,3.2,5280.0
L1,L2,L3,42,3.4,5610.0
L1,L2,L3,48,3.6,5940.0
L1,L2,L4,0,1.0,1800.0
L1,L2,L4,1,1.2,2160.0
L1,L2,L4,2,1.4,2520.0
L1,L2,L4,4,1.6,2880.0
L1,L2,L4,6,1.8,3240.0
L1,L2,L4,9,2.0,3600.0
L1,L2,L4,12,2.2,3960.0000000000005
L1,L2,L4,16,2.4,4320.0
L1,L2,L4,20,2.6,4680.0
L1,L2,L4,25,2.8,5040.0
L1,L2,L4,30,3.0,5400.0
L1,L2,L4,36,3.2,5760.0
L1,L2,L4,42,3.4,6120.0
L1,L2,L4,48,3.6,6480.0
L1,L2,Y,0,1.0,1150.0
L1,L2,Y,1,1.2,1380.0
L1,L2,Y,2,1.4,1610.0
L1,L2,Y,4,1.6,1840.0
L1,L2,Y,6,1.8,2070.0
L1,L2,Y,9,2.0,2300.0
L1,L2,Y,12,2.2,2530.0
L1,L2,Y,16,2.4,2760.0
L1,L2,Y,20,2.6,2990.0
L1,L2,Y,25,2.8,3220.0
L1,L2,Y,30,3.0,3450.0
L1,L2,Y,36,3.2,3680.0
L1,L2,Y,42,3.4,3910.0
L1,L2,Y,48,3.6,4140.0
L1,L3,L3,0,1.0,1800.0
L1,L3,L3,1,1.2,2160.0
L1,L3,L3,2,1.4,2520.0
L1,L3,L3,4,1.6,2880.0
L1,L3,L3,6,1.8,3240.0
L1,L3,L3,9,2.0,3600.0
L1,L3,L3,12,2.2,3960.0000000000005
L1,L3,L3,16,2.4,4320.0
L1,L3,L3,20,2.6,4680.0
L1,L3,L3,25,2.8,5040.0
L1,L3,L3,30,3.0,5400.0
L1,L3,L3,36,3.2,5760.0
L1,L3,L3,42,3.4,6120.0
L1,L3,L3,48,3.6,6480.0
L1,L3,L4,0,1.0,1950.0
L1,L3,L4,1,1.2,2340.0
L1,L3,L4,2,1.4,2730.0
L1,L3,L4,4,1.6,3120.0
L1,L3,L4,6,1.8,3510.0
L1,L3,L4,9,2.0,3900.0
L1,L3,L4,12,2.2,4290.0
L1,L3,L4,16,2.4,4680.0
L1,L3,L4,20,2.6,5070.0
L1,L3,L4,25,2.8,5460.0
L1,L3,L4,30,3.0,5850.0
L1,L3,L4,36,3.2,6240.0
L1,L3,L4,42,3.4,6630.0
L1,L3,L4,48,3.6,7020.0
L1,L3,Y,0,1.0,1300.0
L1,L3,Y,1,1.2,1560.0
L1,L3,Y,2,1.4,1819.9999999999998
L1,L3,Y,4,1.6,2080.0
L1,L3,Y,6,1.8,2340.0
L1,L3,Y,9,2.0,2600.0
L1,L3,Y,12,2.2,2860.0000000000005
L1,L3,Y,16,2.4,3120.0
L1,L3,Y,20,2.6,3380.0
L1,L3,Y,25,2.8,3639.9999999999995
L1,L3,Y,30,3.0,3900.0
L1,L3,Y,36,3.2,4160.0
L1,L3,Y,42,3.4,4420.0
L1,L3,Y,48,3.6,4680.0
L1,L4,L4,0,1.0,2100.0
L1,L4,L4,1,1.2,2520.0
L1,L4,L4,2,1.4,2940.0
L1,L4,L4,4,1.6,3360.0
L1,L4,L4,6,1.8,3780.0
L1,L4,L4,9,2.0,4200.0
L1,L4,L4,12,2.2,4620.0
L1,L4,L4,16,2.4,5040.0
L1,L4,L4,20,2.6,5460.0
L1,L4,L4,25,2.8,5880.0
L1,L4,L4,30,3.0,6300.0
L1,L4,L4,36,3.2,6720.0
L1,L4,L4,42,3.4,7140.0
L1,L4,L4,48,3.6,7560.0
L1,L4,Y,0,1.0,1450.0
L1,L4,Y,1,1.2,1740.0
L1,L4,Y,2,1.4,2029.9999999999998
L1,L4,Y,4,1.6,2320.0
L1,L4,Y,6,1.8,2610.0
L1,L4,Y,9,2.0,2900.0
L1,L4,Y,12,2.2,3190.0000000000005
L1,L4,Y,16,2.4,3480.0
L1,L4,Y,20,2.6,3770.0
L1,L4,Y,25,2.8,4059.9999999999995
L1,L4,Y,30,3.0,4350.0
L1,L4,Y,36,3.2,4640.0
L1,L4,Y,42,3.4,4930.0
L1,L4,Y,48,3.6,5220.0
L1,Y,Y,0,1.0,800.0
L1,Y,Y,1,1.2,960.0
L1,Y,Y,2,1.4,1120.0
L1,Y,Y,4,1.6,1280.0
L1,Y,Y,6,1.8,1440.0
L1,Y,Y,9,2.0,1600.0
L1,Y,Y,12,2.2,1760.0000000000002
L1,Y,Y,16,2.4,1920.0
L1,Y,Y,20,2.6,2080.0
L1,Y,Y,25,2.8,2240.0
L1,Y,Y,30,3.0,2400.0
L1,Y,Y,36,3.2,2560.0
L1,Y,Y,42,3.4,2720.0
L1,Y,Y,48,3.6,2880.0
L2,L2,L2,0,1.0,1650.0
L2,L2,L2,1,1.2,1980.0
L2,L2,L2,2,1.4,2310.0
L2,L2,L2,4,1.6,2640.0
L2,L2,L2,6,1.8,2970.0
L2,L2,L2,9,2.0,3300.0
L2,L2,L2,12,2.2,3630.0000000000005
L2,L2,L2,16,2.4,3960.0
L2,L2,L2,20,2.6,4290.0
L2,L2,L2,25,2.8,4620.0
L2,L2,L2,30,3.0,4950.0
L2,L2,L2,36,3.2,5280.0
L2,L2,L2,42,3.4,5610.0
L2,L2,L2,48,3.6,5940.0
L2,L2,L3,0,1.0,1800.0
L2,L2,L3,1,1.2,2160.0
L2,L2,L3,2,1.4,2520.0
L2,L2,L3,4,1.6,2880.0
L2,L2,L3,6,1.8,3240.0
L2,L2,L3,9,2.0,3600.0
L2,L2,L3,12,2.2,3960.0000000000005
L2,L2,L3,16,2.4,4320.0
L2,L2,L3,20,2.6,4680.0
L2,L2,L3,25,2.8,5040.0
L2,L2,L3,30,3.0,5400.0
L2,L2,L3,36,3.2,5760.0
L2,L2,L3,42,3.4,6120.0
L2,L2,L3,48,3.6,6480.0
L2,L2,L4,0,1.0,1950.0
L2,L2,L4,1,1.2,2340.0
L2,L2,L4,2,1.4,2730.0
L2,L2,L4,4,1.6,3120.0
L2,L2,L4,6,1.8,3510.0
L2,L2,L4,9,2.0,3900.0
L2,L2,L4,12,2.2,4290.0
L2,L2,L4,16,2.4,4680.0
L2,L2,L4,20,2.6,5070.0
L2,L2,L4,25,2.8,5460.0
L2,L2,L4,30,3.0,5850.0
L2,L2,L4,36,3.2,6240.0
L2,L2,L4,42,3.4,6630.0
L2,L2,L4,48,3.6,7020.0
L2,L2,Y,0,1.0,1300.0
L2,L2,Y,1,1.2,1560.0
L2,L2,Y,2,1.4,1819.9999999999998
L2,L2,Y,4,1.6,2080.0
L2,L2,Y,6,1.8,2340.0
L2,L2,Y,9,2.0,2600.0
L2,L2,Y,12,2.2,2860.0000000000005
L2,L2,Y,16,2.4,3120.0
L2,L2,Y,20,2.6,3380.0
L2,L2,Y,25,2.8,3639.9999999999995
L2,L2,Y,30,3.0,3900.0
L2,L2,Y,36,3.2,4160.0
L2,L2,Y,42,3.4,4420.0
L2,L2,Y,48,3.6,4680.0
L2,L3,L3,0,1.0,1950.0
L2,L3,L3,1,1.2,2340.0
L2,L3,L3,2,1.4,2730.0
L2,L3,L3,4,1.6,3120.0
L2,L3,L3,6,1.8,3510.0
L2,L3,L3,9,2.0,3900.0
L2,L3,L3,12,2.2,4290.0
L2,L3,L3,16,2.4,4680.0
L2,L3,L3,20,2.6,5070.0
L2,L3,L3,25,2.8,5460.0
L2,L3,L3,30,3.0,5850.0
L2,L3,L3,36,3.2,6240.0
L2,L3,L3,42,3.4,6630.0
L2,L3,L3,48,3.6,7020.0
L2,L3,L4,0,1.0,2100.0
L2,L3,L4,1,1.2,2520.0
L2,L3,L4,2,1.4,2940.0
L2,L3,L4,4,1.6,3360.0
L2,L3,L4,6,1.8,3780.0
L2,L3,L4,9,2.0,4200.0
L2,L3,L4,12,2.2,4620.0
L2,L3,L4,16,2.4,5040.0
L2,L3,L4,20,2.6,5460.0
L2,L3,L4,25,2.8,5880.0
L2,L3,L4,30,3.0,6300.0
L2,L3,L4,36,3.2,6720.0
L2,L3,L4,42,3.4,7140.0
L2,L3,L4,48,3.6,7560.0
L2,L3,Y,0,1.0,1450.0
L2,L3,Y,1,1.2,1740.0
L2,L3,Y,2,1.4,2029.9999999999998
L2,L3,Y,4,1.6,2320.0
L2,L3,Y,6,1.8,2610.0
L2,L3,Y,9,2.0,2900.0
L2,L3,Y,12,2.2,3190.0000000000005
L2,L3,Y,16,2.4,3480.0
L2,L3,Y,20,2.6,3770.0
L2,L3,Y,25,2.8,4059.9999999999995
L2,L3,Y,30,3.0,4350.0
L2,L3,Y,36,3.2,4640.0
L2,L3,Y,42,3.4,4930.0
L2,L3,Y,48,3.6,5220.0
L2,L4,L4,0,1.0,2250.0
L2,L4,L4,1,1.2,2700.0
L2,L4,L4,2,1.4,3150.0
L2,L4,L4,4,1.6,3600.0
L2,L4,L4,6,1.8,4050.0
L2,L4,L4,9,2.0,4500.0
L2,L4,L4,12,2.2,4950.0
L2,L4,L4,16,2.4,5400.0
L2,L4,L4,20,2.6,5850.0
L2,L4,L4,25,2.8,6300.0
L2,L4,L4,30,3.0,6750.0
L2,L4,L4,36,3.2,7200.0
L2,L4,L4,42,3.4,7650.0
L2,L4,L4,48,3.6,8100.0
L2,L4,Y,0,1.0,1600.0
L2,L4,Y,1,1.2,1920.0
L2,L4,Y,2,1.4,2240.0
L2,L4,Y,4,1.6,2560.0
L2,L4,Y,6,1.8,2880.0
L2,L4,Y,9,2.0,3200.0
L2,L4,Y,12,2.2,3520.0000000000005
L2,L4,Y,16,2.4,3840.0
L2,L4,Y,20,2.6,4160.0
L2,L4,Y,25,2.8,4480.0
L2,L4,Y,30,3.0,4800.0
L2,L4,Y,36,3.2,5120.0
L2,L4,Y,42,3.4,5440.0
L2,L4,Y,48,3.6,5760.0
L2,Y,Y,0,1.0,950.0
L2,Y,Y,1,1.2,1140.0
L2,Y,Y,2,1.4,1330.0
L2,Y,Y,4,1.6,1520.0
L2,Y,Y,6,1.8,1710.0
L2,Y,Y,9,2.0,1900.0
L2,Y,Y,12,2.2,2090.0
L2,Y,Y,16,2.4,2280.0
L2,Y,Y,20,2.6,2470.0
L2,Y,Y,25,2.8,2660.0
L2,Y,Y,30,3.0,2850.0
L2,Y,Y,36,3.2,3040.0
L2,Y,Y,42,3.4,3230.0
L2,Y,Y,48,3.6,3420.0
L3,L3,L3,0,1.0,2100.0
L3,L3,L3,1,1.2,2520.0
L3,L3,L3,2,1.4,2940.0
L3,L3,L3,4,1.6,3360.0
L3,L3,L3,6,1.8,3780.0
L3,L3,L3,9,2.0,4200.0
L3,L3,L3,12,2.2,4620.0
L3,L3,L3,16,2.4,5040.0
L3,L3,L3,20,2.6,5460.0
L3,L3,L3,25,2.8,5880.0
L3,L3,L3,30,3.0,6300.0
L3,L3,L3,36,3.2,6720.0
L3,L3,L3,42,3.4,7140.0
L3,L3,L3,48,3.6,7560.0
L3,L3,L4,0,1.0,2250.0
L3,L3,L4,1,1.2,2700.0
L3,L3,L4,2,1.4,3150.0
L3,L3,L4,4,1.6,3600.0
L3,L3,L4,6,1.8,4050.0
L3,L3,L4,9,2.0,4500.0
L3,L3,L4,12,2.2,4950.0
L3,L3,L4,16,2.4,5400.0
L3,L3,L4,20,2.6,5850.0
L3,L3,L4,25,2.8,6300.0
L3,L3,L4,30,3.0,6750.0
L3,L3,L4,36,3.2,7200.0
L3,L3,L4,42,3.4,7650.0
L3,L3,L4,48,3.6,8100.0
L3,L3,Y,0,1.0,1600.0
L3,L3,Y,1,1.2,1920.0
L3,L3,Y,2,1.4,2240.0
L3,L3,Y,4,1.6,2560.0
L3,L3,Y,6,1.8,2880.0
L3,L3,Y,9,2.0,3200.0
L3,L3,Y,12,2.2,3520.0000000000005
L3,L3,Y,16,2.4,3840.0
L3,L3,Y,20,2.6,4160.0
L3,L3,Y,25,2.8,4480.0
L3,L3,Y,30,3.0,4800.0
L3,L3,Y,36,3.2,5120.0
L3,L3,Y,42,3.4,5440.0
L3,L3,Y,48,3.6,5760.0
L3,L4,L4,0,1.0,2400.0
L3,L4,L4,1,1.2,2880.0
L3,L4,L4,2,1.4,3360.0
L3,L4,L4,4,1.6,3840.0
L3,L4,L4,6,1.8,4320.0
L3,L4,L4,9,2.0,4800.0
L3,L4,L4,12,2.2,5280.0
L3,L4,L4,16,2.4,5760.0
L3,L4,L4,20,2.6,6240.0
L3,L4,L4,25,2.8,6720.0
L3,L4,L4,30,3.0,7200.0
L3,L4,L4,36,3.2,7680.0
L3,L4,L4,42,3.4,8160.0
L3,L4,L4,48,3.6,8640.0
L3,L4,Y,0,1.0,1750.0
L3,L4,Y,1,1.2,2100.0
L3,L4,Y,2,1.4,2450.0
L3,L4,Y,4,1.6,2800.0
L3,L4,Y,6,1.8,3150.0
L3,L4,Y,9,2.0,3500.0
L3,L4,Y,12,2.2,3850.0000000000005
L3,L4,Y,16,2.4,4200.0
L3,L4,Y,20,2.6,4550.0
L3,L4,Y,25,2.8,4900.0
L3,L4,Y,30,3.0,5250.0
L3,L4,Y,36,3.2,5600.0
L3,L4,Y,42,3.4,5950.0
L3,L4,Y,48,3.6,6300.0
L3,Y,Y,0,1.0,1100.0
L3,Y,Y,1,1.2,1320.0
L3,Y,Y,2,1.4,1540.0
L3,Y,Y,4,1.6,1760.0
L3,Y,Y,6,1.8,1980.0
L3,Y,Y,9,2.0,2200.0
L3,Y,Y,12,2.2,2420.0
L3,Y,Y,16,2.4,2640.0
L3,Y,Y,20,2.6,2860.0
L3,Y,Y,25,2.8,3080.0
L3,Y,Y,30,3.0,3300.0
L3,Y,Y,36,3.2,3520.0
L3,Y,Y,42,3.4,3740.0
L3,Y,Y,48,3.6,3960.0
L4,L4,L4,0,1.0,2550.0
L4,L4,L4,1,1.2,3060.0
L4,L4,L4,2,1.4,3570.0
L4,L4,L4,4,1.6,4080.0
L4,L4,L4,6,1.8,4590.0
L4,L4,L4,9,2.0,5100.0
L4,L4,L4,12,2.2,5610.0
L4,L4,L4,16,2.4,6120.0
L4,L4,L4,20,2.6,6630.0
L4,L4,L4,25,2.8,7140.0
L4,L4,L4,30,3.0,7650.0
L4,L4,L4,36,3.2,8160.0
L4,L4,L4,42,3.4,8670.0
L4,L4,L4,48,3.6,9180.0
L4,L4,Y,0,1.0,1900.0
L4,L4,Y,1,1.2,2280.0
L4,L4,Y,2,1.4,2660.0
L4,L4,Y,4,1.6,3040.0
L4,L4,Y,6,1.8,3420.0
L4,L4,Y,9,2.0,3800.0
L4,L4,Y,12,2.2,4180.0
L4,L4,Y,16,2.4,4560.0
L4,L4,Y,20,2.6,4940.0
L4,L4,Y,25,2.8,5320.0
L4,L4,Y,30,3.0,5700.0
L4,L4,Y,36,3.2,6080.0
L4,L4,Y,42,3.4,6460.0
L4,L4,Y,48,3.6,6840.0
L4,Y,Y,0,1.0,1250.0
L4,Y,Y,1,1.2,1500.0
L4,Y,Y,2,1.4,1750.0
L4,Y,Y,4,1.6,2000.0
L4,Y,Y,6,1.8,2250.0
L4,Y,Y,9,2.0,2500.0
L4,Y,Y,12,2.2,2750.0
L4,Y,Y,16,2.4,3000.0
L4,Y,Y,20,2.6,3250.0
L4,Y,Y,25,2.8,3500.0
L4,Y,Y,30,3.0,3750.0
L4,Y,Y,36,3.2,4000.0
L4,Y,Y,42,3.4,4250.0
L4,Y,Y,48,3.6,4500.0
Y,Y,Y,0,1.0,600.0
Y,Y,Y,1,1.2,720.0
Y,Y,Y,2,1.4,840.0
Y,Y,Y,4,1.6,960.0
Y,Y,Y,6,1.8,1080.0
Y,Y,Y,9,2.0,1200.0
Y,Y,Y,12,2.2,1320.0
Y,Y,Y,16,2.4,1440.0
Y,Y,Y,20,2.6,1560.0
Y,Y,Y,25,2.8,1680.0
Y,Y,Y,30,3.0,1800.0
Y,Y,Y,36,3.2,1920.0
Y,Y,Y,42,3.4,2040.0
Y,Y,Y,48,3.6,2160.0
